iteration,filename,rssi_temporal_A_a_mean,rssi_temporal_A_a_std,rssi_temporal_A_a_max,rssi_temporal_A_a_min,rssi_temporal_A_b_mean,rssi_temporal_A_b_std,rssi_temporal_A_b_max,rssi_temporal_A_b_min,rssi_temporal_A_c_mean,rssi_temporal_A_c_std,rssi_temporal_A_c_max,rssi_temporal_A_c_min,rssi_temporal_A_d_mean,rssi_temporal_A_d_std,rssi_temporal_A_d_max,rssi_temporal_A_d_min,rssi_temporal_A_e_mean,rssi_temporal_A_e_std,rssi_temporal_A_e_max,rssi_temporal_A_e_min,rssi_temporal_A_f_mean,rssi_temporal_A_f_std,rssi_temporal_A_f_max,rssi_temporal_A_f_min,rssi_temporal_B_a_mean,rssi_temporal_B_a_std,rssi_temporal_B_a_max,rssi_temporal_B_a_min,rssi_temporal_B_b_mean,rssi_temporal_B_b_std,rssi_temporal_B_b_max,rssi_temporal_B_b_min,rssi_temporal_B_c_mean,rssi_temporal_B_c_std,rssi_temporal_B_c_max,rssi_temporal_B_c_min,rssi_temporal_B_d_mean,rssi_temporal_B_d_std,rssi_temporal_B_d_max,rssi_temporal_B_d_min,rssi_temporal_B_e_mean,rssi_temporal_B_e_std,rssi_temporal_B_e_max,rssi_temporal_B_e_min,rssi_temporal_B_f_mean,rssi_temporal_B_f_std,rssi_temporal_B_f_max,rssi_temporal_B_f_min,rssi_temporal_C_a_mean,rssi_temporal_C_a_std,rssi_temporal_C_a_max,rssi_temporal_C_a_min,rssi_temporal_C_b_mean,rssi_temporal_C_b_std,rssi_temporal_C_b_max,rssi_temporal_C_b_min,rssi_temporal_C_c_mean,rssi_temporal_C_c_std,rssi_temporal_C_c_max,rssi_temporal_C_c_min,rssi_temporal_C_d_mean,rssi_temporal_C_d_std,rssi_temporal_C_d_max,rssi_temporal_C_d_min,rssi_temporal_C_e_mean,rssi_temporal_C_e_std,rssi_temporal_C_e_max,rssi_temporal_C_e_min,rssi_temporal_C_f_mean,rssi_temporal_C_f_std,rssi_temporal_C_f_max,rssi_temporal_C_f_min,rssi_temporal_D_a_mean,rssi_temporal_D_a_std,rssi_temporal_D_a_max,rssi_temporal_D_a_min,rssi_temporal_D_b_mean,rssi_temporal_D_b_std,rssi_temporal_D_b_max,rssi_temporal_D_b_min,rssi_temporal_D_c_mean,rssi_temporal_D_c_std,rssi_temporal_D_c_max,rssi_temporal_D_c_min,rssi_temporal_D_d_mean,rssi_temporal_D_d_std,rssi_temporal_D_d_max,rssi_temporal_D_d_min,rssi_temporal_D_e_mean,rssi_temporal_D_e_std,rssi_temporal_D_e_max,rssi_temporal_D_e_min,rssi_temporal_D_f_mean,rssi_temporal_D_f_std,rssi_temporal_D_f_max,rssi_temporal_D_f_min,target_busy,target_throughput,target_channel
21,it0021_08-04-19_17-27-12.mat,36.67262,88.17514424335012,598,0,42.30436,93.7614927621697,554,0,23.58904,72.0723741240595,588,0,22.5496,74.34631799786726,508,0,5.14305,36.24509272574013,639,0,5.91593,43.45804623122282,461,0,53.99743,94.21982977799895,592,0,7.07203,31.350225544309883,681,0,21.88401,70.87340598785909,492,0,29.59908,84.91917464950774,478,0,20.17536,74.2756130157833,647,0,0.88373,9.636550798242075,321,0,77.36173,113.73985142159762,631,0,35.81276,77.00435910506884,557,0,27.72218,75.5573683769333,526,0,1.87671,13.068665179577449,487,0,14.87362,61.30324451524242,588,0,0.3984,8.500393957929246,352,0,44.74256,83.63361647475493,593,0,27.54492,62.29072966496379,490,0,15.17068,50.67526189707953,401,0,0.08782,2.229185422435738,140,0,7.3893,12.428723406287551,110,0,0.25618,6.060124735316921,289,0,0,0.006913030303030303,rssi_temporal_B_b
22,it0022_08-04-19_17-27-21.mat,33.49248,84.16427023060082,583,0,32.24527,89.4268467107451,518,0,23.78917,71.75584199708828,581,0,26.47864,81.15041604175791,628,0,5.43926,37.202254375943404,650,0,4.81111,38.05311354630393,443,0,49.14092,91.24353336841796,599,0,6.36983,27.58934968010482,694,0,27.22195,83.70890961061134,625,0,32.68528,91.56654482572553,648,0,23.19824,81.35628667105205,660,0,0.4913,3.2376726687545174,83,0,57.78629,105.91357107583475,592,0,34.00759,73.4657024222317,483,0,35.29703,87.10840833799627,617,0,2.43601,17.869140026310724,502,0,14.19333,60.529060074571625,577,0,0.04393,1.738292310027286,293,0,39.43466,79.48073584639488,553,0,26.59692,60.550049269291264,469,0,17.15123,55.5779859250684,515,0,0.14429,3.412651519844943,188,0,7.19322,12.10891679844238,138,0,0.04159,0.7624829649900383,49,0,0,0.006226617790811339,rssi_temporal_B_b
23,it0023_08-04-19_17-27-30.mat,36.21708,87.42090125521241,600,0,30.83865,88.44211652927298,561,0,22.85352,69.53190780936188,588,0,22.57014,72.93083463378436,632,0,5.22059,35.72119944867333,587,0,5.5259,41.34443746370242,522,0,52.23053,91.83788034313021,551,0,7.18861,31.816876280802614,691,0,23.73868,75.77398558778337,632,0,29.78423,85.8044207095829,607,0,22.23286,78.14206470410414,618,0,0.79179,7.5838828179172175,283,0,58.4047,106.21805730623207,613,0,38.45937,80.63225365325653,570,0,32.10021,79.81062803885145,610,0,2.34139,16.59768245472542,458,0,13.38441,58.399749134323336,568,0,0.29244,6.395169962276218,343,0,39.82219,80.48183468090113,558,0,27.47335,62.18210859867571,505,0,16.39725,53.874533895315516,506,0,0.12804,3.1264525837440744,186,0,7.35362,12.440658860992853,170,0,0.12007,3.3794397753325924,237,0,0,0.007026989247311828,rssi_temporal_B_b
24,it0024_08-04-19_17-27-39.mat,42.28159,96.18691572699429,633,0,34.51938,92.85412001853014,681,0,24.18018,72.5286509950902,583,0,25.56445,80.7659132691354,629,0,5.42767,36.21327116363696,602,0,5.35331,39.57692183639223,457,0,56.6359,98.12103725088724,612,0,7.65112,35.4716890314741,718,0,24.99718,78.651467195772,589,0,31.28994,88.51464757200584,655,0,22.71366,79.6524635488721,654,0,1.10499,12.126577715905672,385,0,60.70004,110.74303591647828,679,0,38.81465,82.07219441063764,572,0,35.00752,84.83455512613713,630,0,2.52903,17.738357794877743,464,0,14.34675,60.823601458952595,598,0,0.5409,9.875823367699525,311,0,42.57053,86.05796642681663,588,0,29.35907,65.53225937456376,551,0,17.19372,55.53999255096817,511,0,0.12778,3.131768234017326,192,0,7.17274,12.177601606736854,129,0,0.39172,8.14422221219436,313,0,0,0.007479100684261974,rssi_temporal_B_b
25,it0025_08-04-19_17-27-49.mat,40.26204,94.36279158141942,605,0,33.72195,92.5931567568441,651,0,23.87921,72.41022745286675,614,0,22.85929,74.10264793309278,621,0,4.80488,32.52043677728822,600,0,5.4943,41.21046453887652,540,0,57.22894,98.81760160253032,612,0,8.36516,36.928156712384116,720,0,25.48131,78.9414496363216,604,0,29.72351,85.40985624200465,560,0,32.46672,77.69799709414394,582,0,0.98407,10.944603064300688,377,0,60.80522,111.73820510797368,660,0,36.44459,78.7381100213353,659,0,32.73657,83.61998478016544,603,0,2.21043,16.17668721386119,469,0,15.60016,63.23035100309344,574,0,0.57443,10.252031026830734,383,0,42.38694,86.34258171630265,585,0,28.28131,64.5069939982007,560,0,16.6907,54.42880830506948,470,0,0.04616,1.2169754534911539,108,0,7.37863,12.360240666067146,99,0,0.49209,8.397241060723456,319,0,0,0.008177086999022483,rssi_temporal_B_b
26,it0026_08-04-19_17-27-58.mat,40.69403,95.31707020444502,608,0,32.88591,91.14425738065947,593,0,21.56333,66.44904701582334,568,0,22.81794,74.70756878761615,589,0,5.6872,35.36751046030806,579,0,5.35504,40.11830936864613,428,0,58.31435,98.18028332652896,608,0,8.60861,33.093043436164955,671,0,27.86266,73.82669651098036,527,0,29.95226,86.332580761219,619,0,21.73098,78.20366620715168,632,0,0.80173,7.840692508133449,299,0,60.39082,109.76614687474276,631,0,36.18819,78.09493654856183,530,0,29.24063,76.84918937245273,622,0,2.15406,15.207614721461088,448,0,14.38828,61.20893169008588,604,0,0.33335,6.977621928529806,270,0,42.53682,85.37800691212932,571,0,27.12098,61.65838372711046,499,0,15.47337,51.41075034312473,505,0,0.07548,2.003906876479044,140,0,7.12443,12.132644690054184,113,0,0.30466,5.651288550799719,274,0,0,0.008415063538611926,rssi_temporal_B_b
27,it0027_08-04-19_17-28-07.mat,39.77312,91.91821019507287,570,0,31.75011,88.91746782825014,636,0,22.91438,69.87189484489168,597,0,21.67685,72.8835965363778,634,0,4.29393,31.320651256880023,624,0,5.149,39.88075248788569,439,0,55.18969,95.45964627895863,576,0,8.76833,35.41055519207656,672,0,26.39462,73.3894874968861,585,0,29.58671,84.79946686964429,629,0,19.34348,72.86066209889668,567,0,0.6157,5.387444060962489,250,0,58.88303,107.93891137128955,627,0,35.15546,76.28052970574078,597,0,31.14604,80.17388497708215,597,0,1.89396,12.782077120656096,419,0,13.80143,60.03113675381384,540,0,0.16992,4.409762713979064,256,0,41.06192,83.91044801402029,554,0,27.7116,62.27029151561762,514,0,15.34923,51.7259224026706,494,0,0.08519,2.3105394746465597,165,0,7.2355,12.622700968889346,191,0,0.14364,3.200157425877671,160,0,0,0.00857119257086999,rssi_temporal_B_b
28,it0028_08-04-19_17-28-16.mat,38.58138,90.96059156192642,623,0,89.7076,104.94099943415824,598,0,24.37391,72.42734015074626,618,0,22.678,74.41496271584096,633,0,5.1698,34.67184373465017,610,0,7.11528,47.6092889100604,529,0,55.4334,96.7198918756633,593,0,7.63041,32.031247450449065,693,0,24.86443,77.62076842427611,612,0,31.02043,88.14439172525442,631,0,21.87923,78.34344315006267,621,0,0.877,9.028112261154043,361,0,57.8267,109.09655359868155,656,0,41.60575,91.55639779358677,724,0,30.67848,80.16752974172024,654,0,2.3702,17.140467670399197,488,0,15.37393,63.34794019031006,571,0,0.09248,2.502196524975606,225,0,42.00584,83.42521648694955,557,0,29.09036,65.16044026148381,539,0,16.29568,54.149052192421614,482,0,0.07617,1.880007481660645,137,0,7.38906,12.366799598780599,110,0,0.08835,2.1730863483764287,179,0,0,0.007458856304985338,rssi_temporal_B_b
29,it0029_08-04-19_17-28-25.mat,37.60842,89.12888187957707,609,0,35.56976,94.29754956276648,614,0,23.35979,70.82909530098419,580,0,22.85986,75.78879310808689,642,0,5.88871,37.99106374577975,618,0,6.90184,46.1358674418765,420,0,51.79116,94.25005944748472,553,0,7.35699,30.618420405695332,663,0,24.38023,74.72359503628756,591,0,32.16097,90.51625908453741,643,0,22.91059,79.60183424929289,647,0,0.63353,5.313160052087646,282,0,56.0943,106.30424548205966,640,0,60.97561,133.06651928688862,716,0,30.88404,80.35646590834118,598,0,2.73993,20.30858915816409,552,0,17.37221,69.73934176428611,572,0,0.10819,3.466015713164036,284,0,38.99101,80.48548135645272,583,0,29.25419,62.781344501722,474,0,16.31489,53.62197100338536,493,0,0.0889,2.142376435176601,123,0,7.90707,14.84068104957114,311,0,0.10893,3.0780617692145165,244,0,0,0.00719158357771261,rssi_temporal_B_b
30,it0030_08-04-19_17-28-34.mat,39.73595,93.01258467324462,593,0,40.40419,95.71420427733756,647,0,23.99495,72.74254507849929,612,0,23.53895,76.67459385544535,622,0,4.73896,34.54635173384304,653,0,5.94095,42.825319416175994,616,0,55.86025,95.38904989534963,578,0,7.78728,35.8189716519277,757,0,25.65322,76.6769030649491,605,0,30.52433,86.85490698890362,636,0,19.8275,73.30010016193702,604,0,1.06928,13.812436435386768,523,0,56.67635,107.70819430608564,696,0,47.51848,103.12313473944438,661,0,29.77643,78.75493614025154,654,0,2.55929,20.626062753126202,581,0,12.8615,57.57345150110423,585,0,0.3837,10.233081369265076,500,0,41.84627,85.47590290302348,596,0,29.51563,65.45627132447356,543,0,16.45502,54.61209624981998,494,0,0.10804,2.7296386864198716,170,0,7.23937,12.213475017500137,101,0,0.30394,7.5949852189717895,358,0,0,0.007612199413489736,rssi_temporal_B_b
31,it0031_08-04-19_17-28-43.mat,38.04003,91.38896151942586,635,0,32.43252,89.79934012257327,622,0,23.26753,71.30926754426174,618,0,22.74979,74.07282825001283,583,0,4.735,33.192597894711405,615,0,5.36146,40.92285164389696,542,0,54.44493,95.23929980472924,589,0,7.64571,31.46358893381205,683,0,25.13703,76.53475179798455,591,0,30.90821,87.3434613728807,635,0,20.11304,74.31878175776565,615,0,1.0005,10.427904859078836,353,0,58.9046,110.25635944851433,673,0,73.76925,147.53199640904174,703,0,30.99479,79.66724523200172,647,0,2.25286,16.489371177228076,469,0,13.76762,59.90224352672944,606,0,0.25971,5.912116432877485,302,0,42.61071,86.51358207412234,583,0,29.36482,63.194142816938346,509,0,15.37306,51.22203340591234,485,0,0.08127,2.30061843579069,188,0,7.1055,12.117249264994097,165,0,0.33712,7.423109193969868,328,0,0,0.0074738123167155425,rssi_temporal_B_b
32,it0032_08-04-19_17-29-03.mat,39.74954,92.5715366070392,586,0,31.57103,90.1066597690709,625,0,25.68783,74.36447122040941,617,0,23.9256,78.20510510599675,697,0,4.76051,33.84623220596201,666,0,4.93097,38.360185672896584,440,0,55.50106,95.80079247520032,631,0,7.12166,30.88585402485092,619,0,24.21656,76.45168540827859,601,0,30.69689,87.11447924615001,656,0,21.23588,76.72991907089177,625,0,0.67313,6.376554398975987,254,0,60.62038,112.95902809716272,661,0,36.79463,80.74219128289185,716,0,30.85693,81.57051391878747,628,0,2.16371,16.011051465656465,613,0,13.64863,59.14548815525238,544,0,0.21984,6.017713051849515,303,0,41.48715,84.49593667672725,628,0,28.12753,63.634994822810356,587,0,16.36517,53.71144608806488,506,0,0.10415,2.6407163379469596,190,0,7.27554,12.290817617571257,95,0,0.26077,6.109359132274022,288,0,0,0.006961544477028348,rssi_temporal_B_b
33,it0033_08-04-19_17-29-12.mat,37.97,91.4449227677513,605,0,33.97566,93.64998776062066,607,0,22.45031,68.03289153713739,577,0,22.19333,74.35631024675108,589,0,4.83302,34.97673537767068,663,0,5.21225,39.97883615036211,455,0,54.61385,95.34973612012516,625,0,7.19347,31.83928986895122,652,0,24.59291,76.62260768031783,568,0,30.25171,86.7029018665229,640,0,20.55855,75.15829236948841,626,0,0.78138,7.718075232569323,268,0,60.59047,113.78933840733542,632,0,36.41816,79.10841789730344,574,0,28.60223,78.11424587760608,592,0,2.20799,16.35615572681735,487,0,13.66848,58.86852176239523,569,0,0.34598,7.9720221926183825,330,0,42.38741,87.20674528665717,595,0,27.9088,63.55112668206599,528,0,15.12208,51.00847416335447,487,0,0.12683,3.1449935057325633,195,0,7.06912,12.077749890836454,89,0,0.29096,7.170185651599268,318,0,0,0.007031739980449658,rssi_temporal_B_b
34,it0034_08-04-19_17-29-21.mat,36.35324,87.50710634858406,592,0,32.01238,90.48778175386772,567,0,27.05425,77.35186052667058,619,0,26.04476,82.60675018751435,635,0,4.03068,30.371539617503753,625,0,5.34516,41.73515717682634,608,0,54.01678,92.96518874520504,578,0,6.36836,26.989545585474385,648,0,26.8483,82.33050459647384,630,0,36.6884,96.53985397461506,655,0,19.20995,72.1385527370594,547,0,0.68466,7.317531051140133,330,0,58.81454,113.90911449303958,695,0,38.89524,85.42441656424936,657,0,32.34566,84.6640878954259,674,0,12.77426,67.35315376025386,540,0,13.57781,58.21333236986094,518,0,0.07507,2.438646037271502,294,0,39.55637,81.87001821438113,622,0,29.97233,68.27333948453891,580,0,17.5409,57.81182860963663,501,0,0.06124,1.6709786540826908,111,0,7.07663,12.077474812356265,190,0,0.04023,0.779366118778588,64,0,0,0.006225180840664712,rssi_temporal_B_b
35,it0035_08-04-19_17-29-30.mat,35.46838,86.13126145700875,549,0,30.76652,87.96663803448213,543,0,24.7518,72.38052083786079,619,0,22.17118,72.65823131213422,589,0,5.28975,35.64572870537927,629,0,5.27482,40.39341052656485,457,0,52.65663,92.69800983323806,530,0,6.54955,28.037248880685492,703,0,23.8079,76.27033497756516,596,0,28.36327,82.80746382366205,575,0,21.73546,77.7219841395496,623,0,0.67042,5.827172300833397,237,0,54.39955,103.8268113244238,579,0,38.60052,76.60180752260092,669,0,95.30345,140.15165139268782,538,0,4.569,36.28086436401426,548,0,13.78446,59.51457285832101,572,0,0.10406,2.4888293465804363,157,0,38.67464,80.33483827624475,505,0,26.49989,60.370859692304364,517,0,14.97458,50.584670146434675,486,0,0.0789,2.0947302427759045,130,0,6.99934,11.995298227405602,120,0,0.10342,3.063100439685255,192,0,0,0.006402297165200391,rssi_temporal_B_b
36,it0036_08-04-19_17-29-39.mat,36.08285,88.4198414716827,591,0,32.44798,91.0202381556959,650,0,22.97621,69.2631287485333,608,0,22.85929,74.12838046724009,611,0,4.72234,33.66995641405555,628,0,5.20031,40.685724841815215,616,0,62.89951,102.83459744541182,671,0,7.56008,32.53868452155987,681,0,23.46089,74.7055405603085,612,0,28.97343,84.52303546392014,623,0,20.14676,74.36906777351993,621,0,0.78272,10.124015478139096,533,0,56.988,107.39298895179331,687,0,37.29383,83.83640888021802,693,0,28.51224,77.5543358567553,660,0,2.66726,23.422174196525823,558,0,13.50277,59.146256621421955,579,0,0.25669,8.389026179712399,449,0,40.85036,83.67150320073375,639,0,27.65976,63.08069416820331,559,0,14.97742,50.941979841223294,511,0,0.08663,2.186043284818487,147,0,7.04282,12.083297829963472,112,0,0.18931,6.584854723067169,372,0,0,0.0073901075268817205,rssi_temporal_B_b
37,it0037_08-04-19_17-29-59.mat,37.05485,89.14740782253571,672,0,33.50913,91.10995388344294,591,0,23.24042,68.89313259116325,567,0,22.42881,73.02578484332709,541,0,4.78831,34.49271803357775,617,0,5.25838,40.86717827028924,434,0,58.12334,99.3405674799797,559,0,6.77945,29.62574670278371,665,0,23.35478,73.62771578116218,572,0,29.12926,84.22163007121388,569,0,20.82423,75.68838414781425,602,0,0.811,8.187330395189875,304,0,57.32295,106.96113029179104,679,0,35.28352,77.55485785177869,686,0,171.21152,154.74169612386183,544,0,5.12394,38.666495042561074,552,0,13.86438,60.269423816854264,588,0,0.32727,8.10962787969337,353,0,39.15783,81.59211236198693,564,0,27.12549,61.24779720332723,430,0,15.58958,51.44341430565821,462,0,0.09293,2.4016606785930437,155,0,7.02472,12.01848280448077,115,0,0.23429,6.275152444036719,304,0,0,0.0066270283479960895,rssi_temporal_B_b
38,it0038_08-04-19_17-30-08.mat,33.79841,84.41158896426427,540,0,30.96967,87.27535717538542,576,0,23.1556,69.14804631108532,541,0,22.15352,72.6012535126605,567,0,4.9187,33.93368783834141,622,0,5.41337,40.718532577231954,435,0,55.49572,95.43433701599022,622,0,6.26672,27.32677149686,696,0,23.30293,73.69246558105584,579,0,31.24033,85.2582457683191,609,0,19.38269,71.61256299256368,658,0,0.54196,3.782834830970023,160,0,55.74245,106.3101883076006,600,0,34.19432,74.78007903003045,662,0,28.2864,76.85957204564698,575,0,4.9567,37.6438229343142,544,0,13.51883,59.16737703693733,572,0,0.04473,1.7320303770719498,281,0,38.22211,80.35749583671645,564,0,26.85011,60.848878239355415,452,0,15.27705,51.31411651093197,490,0,0.0497,1.3123528146043655,123,0,7.20385,12.245701089668161,102,0,0.05421,1.2140227658079563,112,0,0,0.006125826001955034,rssi_temporal_B_b
39,it0039_08-04-19_17-30-17.mat,37.61695,90.5430219437009,670,0,33.57169,92.3176785916105,667,0,24.24503,71.4075633970177,614,0,23.01708,74.71462566508382,622,0,5.80196,38.45996620069238,655,0,7.14001,45.74098235936674,504,0,57.92125,98.60706439417766,603,0,7.78411,35.17108359871643,681,0,23.29234,73.72352553509904,594,0,49.57321,97.33414169907648,638,0,20.18959,73.31389708392196,644,0,1.12094,11.071956173883638,352,0,60.80239,113.55991722561221,643,0,36.35403,78.89361059527634,571,0,28.18171,75.5529912807951,575,0,5.42824,36.356805559652784,538,0,14.21095,60.7851541916075,565,0,1.0988,17.23309080113025,479,0,43.64379,87.53793557330387,624,0,27.95852,63.580616853012685,554,0,15.21079,51.453593825659055,487,0,0.07342,1.925847736348853,168,0,7.11603,12.17928680338467,164,0,0.74577,11.566094289218812,424,0,0,0.007609100684261975,rssi_temporal_B_b
40,it0040_08-04-19_17-30-26.mat,36.59164,88.81056368535447,593,0,35.2136,95.06660820203906,663,0,23.79041,69.83024274647698,545,0,22.3869,74.77797020774233,615,0,5.592,35.05466525300163,614,0,5.44052,40.97438568337053,512,0,55.03762,97.31516985925472,609,0,6.9241,30.958249614440412,669,0,24.18133,76.5795290494209,629,0,41.6902,93.7330800942762,649,0,20.97354,74.31198436233821,604,0,0.72161,6.0775528798933545,276,0,60.79646,113.20631877889325,667,0,36.62317,78.51962779554613,569,0,29.50014,78.81166157352857,612,0,5.20732,39.78937620040807,549,0,15.5996,63.11124558935594,645,0,0.08149,2.844121899620338,214,0,41.97685,85.92061972586963,635,0,28.45018,63.996230341853725,514,0,16.12986,53.654558952435714,513,0,0.06016,1.6334934264942726,125,0,7.19782,12.206814787142466,195,0,0.07864,2.3982943419021776,186,0,0,0.006768426197458456,rssi_temporal_B_b
41,it0041_08-04-19_17-30-35.mat,33.89684,83.87116630889545,533,0,30.66027,86.68572047071594,573,0,22.67342,67.67934312257766,596,0,22.27258,71.4175142394609,629,0,4.64255,34.13734435332514,655,0,5.49361,41.78591603839624,456,0,55.14737,94.85217694962567,551,0,6.6598,29.09575886551165,675,0,23.09086,74.0512649754236,606,0,29.66063,84.78041848211828,598,0,19.5248,71.83178018788064,600,0,0.49668,4.009649483134405,209,0,59.08004,115.15268296309209,748,0,33.84507,74.41794599889934,568,0,28.40457,76.54420130300596,633,0,5.69586,42.176395991838845,552,0,13.08161,57.58868890509577,589,0,0.09684,3.571252163373514,285,0,38.50182,81.30978364678877,568,0,26.63823,60.74917425337648,506,0,15.36304,51.13558528029575,497,0,0.13379,3.0418333675433304,148,0,7.04494,12.055955391274471,108,0,0.12286,3.591195541933076,226,0,0,0.006510068426197458,rssi_temporal_B_b
42,it0042_08-04-19_17-30-44.mat,36.15886,88.50494338453869,896,0,33.14836,91.00056598346188,565,0,21.77451,65.43010564151567,486,0,22.30719,75.30812349477246,880,0,4.66157,33.10711124720941,609,0,5.31898,40.73639713769003,446,0,55.60848,96.98523285577862,945,0,6.873,30.34419402455765,665,0,23.12824,75.33228852558774,906,0,30.48602,87.37100597200195,909,0,20.62996,75.31906976588598,839,0,0.73122,7.160646431126172,369,0,57.38973,109.03988573236448,980,0,34.68976,75.90948077244634,521,0,27.35485,74.49232639324336,519,0,2.01207,15.758544485932068,535,0,16.07293,63.76799488156343,557,0,0.20993,5.535068147285993,329,0,40.34658,85.47470562864548,987,0,27.61941,63.667978617605726,910,0,14.50338,49.02313564609673,466,0,0.06973,1.8504777024055166,144,0,7.04989,12.021849316469575,94,0,0.10924,3.4444486674067307,238,0,0,0.006718475073313783,rssi_temporal_B_b
43,it0043_08-04-19_17-31-04.mat,40.86247,94.40665334339047,612,0,35.9842,96.3972597658253,666,0,24.19789,69.97425190416757,589,0,23.28196,75.72548988655272,656,0,4.41801,32.6462971505177,641,0,5.66518,42.12531039135023,449,0,57.0657,98.40064584904918,575,0,10.81516,46.19244477373329,747,0,25.53872,78.51863753760378,613,0,51.96064,97.80153051353747,633,0,19.07675,71.36319317013148,600,0,0.91437,9.862148726474368,345,0,60.62893,114.87565876657727,735,0,35.93308,77.45376583300259,591,0,31.01091,82.21290258208805,654,0,6.11534,44.77673209027653,563,0,13.34926,58.58226196940846,528,0,0.48013,12.662393343404714,529,0,42.22276,86.39213377375512,578,0,29.18235,65.14745089777114,505,0,16.78036,54.8729264598709,516,0,0.09695,2.428112579247511,154,0,7.25179,12.197828978793726,101,0,0.22018,5.130551702068697,229,0,0,0.010572003910068427,rssi_temporal_B_b
44,it0044_08-04-19_17-31-13.mat,45.44679,99.69202008534033,613,0,33.7944,92.98397382689126,617,0,23.96679,70.64253426297715,596,0,21.29951,71.86449891121416,606,0,4.50086,32.32287640759096,649,0,5.85554,43.406516922098234,490,0,56.8267,96.49775254952831,616,0,8.61193,37.85208543363364,677,0,23.9964,75.81932238578764,587,0,32.90575,88.87224677556824,608,0,20.31148,73.12361301392048,583,0,0.80684,8.428637447084789,322,0,60.05726,114.01751295872226,707,0,34.77859,76.06100122672524,533,0,28.99602,78.06398941995982,590,0,6.34111,44.99396552836724,537,0,21.03036,76.19430830626656,628,0,0.31409,8.90096048030211,435,0,45.14631,88.90150765529177,604,0,27.25616,61.22547821009159,477,0,16.0453,52.680670723805335,486,0,0.08136,2.1584301124660024,150,0,7.34969,12.672341808201828,191,0,0.25922,7.215022175405976,354,0,0,0.008418308895405669,rssi_temporal_B_b
45,it0045_08-04-19_17-31-22.mat,41.94144,94.8766243640993,622,0,32.72169,90.59154780410753,542,0,23.33611,68.99912608191424,535,0,21.71101,73.81781150088305,595,0,8.02986,49.84571624904592,680,0,5.24786,41.20196628099683,444,0,55.13812,94.45689706350512,604,0,11.31353,46.94256478867659,716,0,23.19685,74.10983929329154,598,0,30.47852,85.87862760087401,637,0,24.72141,83.69344668259218,622,0,0.5529,5.223510466152049,315,0,56.76289,107.2730652533426,651,0,36.28115,79.11518605601266,570,0,28.65712,78.13468290909996,585,0,5.17731,39.753138381314,548,0,16.94051,67.09260489010619,569,0,0.08656,3.7716663911857315,308,0,40.23935,83.73053398598088,548,0,27.36164,61.571405023033215,528,0,15.80677,52.69077805619405,514,0,0.13454,2.7390032837512264,166,0,7.06272,12.141166591460642,147,0,0.09351,2.3316744798320372,175,0,0,0.011059169110459434,rssi_temporal_B_b
46,it0046_08-04-19_17-31-31.mat,43.22908,96.21622089000172,541,0,32.1732,91.17792354380528,590,0,22.83407,68.42669053253343,554,0,23.3475,76.76131215495212,607,0,4.66669,34.721470222960036,699,0,4.9546,39.639399829462604,428,0,52.64616,91.95356707194344,539,0,7.85879,34.99890097897218,724,0,23.34818,73.8523079577585,568,0,31.17391,88.18813177129846,609,0,20.1266,73.93735343140166,643,0,0.52259,4.822973117476398,335,0,57.9192,106.47789390929931,611,0,34.37748,75.3596062147992,521,0,29.13509,79.34340111623588,594,0,5.45571,40.144805621598174,519,0,13.32274,58.31351952071148,555,0,0.10157,3.854661273717835,292,0,40.65947,82.31718538263503,539,0,42.96529,73.05580035298978,493,0,16.28126,53.336900667477856,491,0,0.10178,2.6693408983492533,163,0,7.06201,11.977456522980996,118,0,0.05754,1.5337043875532208,145,0,0,0.007682101661779081,rssi_temporal_B_b
47,it0047_08-04-19_17-31-40.mat,43.01784,96.59814843843746,621,0,32.17237,89.56364194573096,636,0,23.75264,70.00191320978591,583,0,23.11496,74.28273180355175,620,0,5.92749,39.50750779661886,638,0,5.36952,40.97913194504734,423,0,56.74577,98.49587411210229,594,0,32.71188,86.03285713531545,680,0,24.1435,76.30468981491242,603,0,139.98773,102.36035482278821,602,0,21.29344,77.02035401740504,630,0,0.74198,7.287399102533083,284,0,70.26275,120.17166343376255,639,0,35.73225,78.10916706723674,547,0,29.04906,78.13321760375928,571,0,3.35234,27.99224993680215,566,0,15.15136,62.93545590643164,599,0,0.2975,6.825591091619831,313,0,39.99919,82.1765485363306,577,0,27.42472,62.08247524802471,474,0,15.92601,53.004087158255075,491,0,0.09619,2.4634198756809607,145,0,7.35356,12.334252118649108,123,0,0.22769,5.01318334632796,227,0,1,0.03197642228739003,rssi_temporal_B_b
